11D_chimerism_1343	0.000985398	1.913102935	414594.2475
12A_chimerism_1345	0.004810135	1.913102935	414594.2475
12C_chimerism_1350	0.013190416	1.913102935	414594.2475
12D_chimerism_1353	0.014820012	1.913102935	414594.2475
13A_chimerism_1355	0.008178974	0.249989326	5854.827714
14C_chimerism_1369	0.014802234	1.913102935	414594.2475
15C_chimerism_1401	0.016703878	1.913102935	414594.2475
16A_chimerism_1418	0.009770799	1.913102935	414594.2475
16C_chimerism_1422	0.01217838	1.913102935	414594.2475
17B_chimerism_1439	0.020998268	1.913102935	414594.2475
17D_chimerism_1455	0.026221991	1.913102935	414594.2475
23A_chimerism_1547	0.010668138	1.913102935	414594.2475
23B_chimerism_1552	0.001409767	1.913102935	414594.2475
24A_chimerism_1572	0.004945023	1.913102935	414594.2475
24B_chimerism_1576	0.006857641	1.913102935	414594.2475
24D_chimerism_1584	0.031843315	1.913102935	414594.2475
40B_SRY_NM_003140_0022	0.010105871	1.913102935	414594.2475
40C_SRY_NM_003140_0024	0.006499778	1.913102935	414594.2475
